ClientID,ClientNaturalKey,FirstName,LastName,DOB,Age,Gender,Province,City,PostalFSA,Segment,PreferredLanguage,DigitalPreference,RiskTier,EmployerID,AdvisorID,JoinDate
CLT202069038,C1581149758,Sherry,Zimmerman,1964-11-28,61,F,QC,North Victoria,R7T,Affluent,EN,Call Centre,Med,,,2022-07-27
CLT075840595,C5857782457,Lisa,Kirby,1956-07-28,69,F,QC,South Benjaminberg,E7N,Mass,FR,Web,Low,,ADV3360056,2024-05-21
CLT014723998,C0725009214,Matthew,Smith,2003-09-17,22,F,AB,Martintown,L7L,Mass,EN,Advisor,Low,EMP96446551,ADV5520976,2017-03-10
CLT584939594,C3600131321,Brad,Mccoy,1995-09-09,30,F,AB,Mooreborough,M9T,Mass,EN,Call Centre,Med,EMP75192090,ADV4424159,2020-04-07
CLT858904020,C9467990898,Brent,Cabrera,1947-03-04,78,M,ON,Lake Mark,R2H,Mass,EN,App,Med,EMP83435141,,2010-04-29
CLT430340932,C7308963373,Robert,Thomas,1972-11-25,53,M,AB,Lake Jose,R9E,Affluent,EN,Web,Med,EMP55838799,ADV5800037,2018-01-25
CLT006006376,C5792371571,William,Wilson,1979-05-23,46,F,QC,Lucasland,V5K,Affluent,FR,Call Centre,Med,EMP32199135,,2011-12-26
CLT606989893,C7496350078,Michelle,Fry,1974-07-16,51,M,ON,Lake Jeremyborough,T1S,Affluent,EN,Web,Low,,,2022-04-20
CLT251693366,C3742859632,Randy,Thompson,1945-12-23,80,F,NB,South Glendashire,A3T,Affluent,EN,Web,Med,,ADV7284447,2018-09-19
CLT640201710,C4591066830,Tommy,Terry,1949-12-08,76,F,QC,Hernandezhaven,T7E,Mass,EN,App,Med,EMP00491472,ADV9650517,2025-03-14
CLT250088257,C1941049341,Logan,Rodriguez,1979-01-24,46,F,QC,North Jeffrey,C5G,Mass,EN,Web,Low,,,2024-02-01
CLT258018969,C0323998582,Douglas,Walters,1952-04-12,73,F,NS,Russelltown,V2E,Mass,EN,Advisor,Low,EMP72104758,,2015-02-23
CLT760838046,C4077196069,Melinda,Adams,1951-12-17,74,F,BC,New Anthony,S9B,Mass,EN,Web,Med,,,2022-07-17
CLT130412540,C2014276930,Joseph,Rodriguez,1972-01-08,53,F,ON,Clarkchester,B7L,Mass,EN,Web,Low,EMP98563035,,2011-08-15
CLT842218708,C4893188944,Kevin,Thomas,1948-01-08,77,X/Other,ON,Mistyport,H1S,Mass,EN,Web,Med,EMP44678061,ADV9879665,2010-03-03
CLT660256385,C8985734351,Stacey,Thomas,1946-05-10,79,M,MB,New Julie,C9X,Mass,EN,App,Low,EMP62469227,ADV6782481,2021-12-19
CLT802575280,C1614453975,Cheryl,Torres,1973-06-08,52,M,ON,Amandastad,G2R,Mass,EN,Web,Med,EMP73533191,ADV3742463,2012-11-16
CLT031394437,C0305463603,Brian,Lopez,1983-04-19,42,F,QC,West Tammyfurt,L8K,Mass,FR,Call Centre,Med,,ADV4161647,2018-07-03
CLT320674389,C8216884073,Mike,Morales,1978-05-25,47,F,QC,Kaylaville,K9B,Mass,FR,Call Centre,Low,,ADV2840783,2024-07-26
CLT426638202,C7206970692,Felicia,Booker,1978-07-04,47,M,QC,North Juliemouth,T3Y,Mass,FR,App,Med,EMP34065954,ADV0605872,2016-10-03
CLT756417681,C7667533571,Jessica,Brown,2004-07-04,21,F,BC,Maldonadochester,B7X,Affluent,EN,Call Centre,Med,,ADV1948398,2012-09-24
CLT037189796,C5346350994,Grace,Martin,2002-01-10,23,M,ON,Mistyton,T7T,Mass,EN,App,Low,,,2020-05-11
CLT097813166,C2739045169,Thomas,Cantu,1972-11-09,53,F,ON,Richardmouth,S8A,Mass,EN,App,Low,EMP53329642,ADV9550208,2024-07-20
CLT511929504,C3175019910,Christopher,Simmons,1992-01-13,33,F,Unknown,West Kyle,S3K,Mass,Bilingual,App,Low,EMP11153925,,2022-01-31
CLT859788626,C5013181030,Stephen,Dickson,1966-09-14,59,X/Other,BC,Johnside,B8L,Mass,Bilingual,Web,Med,EMP68691310,ADV5842097,2024-01-11
CLT266732936,C2055565455,Karen,Hinton,1956-09-19,69,M,SK,South Curtisport,X5L,Affluent,EN,App,Med,EMP31358376,ADV8746433,2013-02-22
CLT823117131,C7101179499,Sheila,Gonzales,1965-04-03,60,F,ON,Port William,C8R,Mass,EN,Call Centre,Low,EMP73758398,ADV6467727,2016-05-15
CLT182469641,C6506525808,Pamela,Thompson,1955-08-17,70,F,ON,Faulknerland,Y4M,Affluent,Bilingual,Call Centre,Med,EMP87044491,,2022-03-09
CLT460608909,C6005180713,Richard,Reid,1980-10-08,45,M,ON,Lake Elizabethborough,R2A,Affluent,EN,Web,High,,,2018-07-07
CLT208349956,C7382787337,Gregory,Singh,1990-08-24,35,M,ON,Keithbury,N8T,Mass,Bilingual,App,Med,,ADV1144292,2012-09-14
CLT207492275,C8916223308,Cassandra,Spence,1964-04-11,61,M,AB,New Sarah,E9T,Mass,EN,App,Med,EMP29938798,ADV8919992,2023-04-29
CLT168671565,C7925748575,Blake,Gutierrez,2005-06-01,20,F,BC,Andersonside,R3H,Mass,FR,Advisor,Low,,,2012-04-04
CLT995809184,C6452171750,Shane,Martin,1976-03-08,49,F,QC,Hughesland,L7N,Mass,FR,App,Low,,,2020-06-07
CLT381522919,C5095264832,Michael,Bridges,1967-02-22,58,F,QC,West John,T3P,Affluent,FR,Advisor,Low,EMP84976957,ADV3636739,2019-08-01
CLT023226054,C4453291615,Stephanie,Boyle,1959-04-30,66,M,NS,Alanstad,J9T,Affluent,EN,Web,Med,EMP89193336,ADV7068738,2017-04-18
CLT539354536,C2056831620,Sean,Perez,1979-01-11,46,F,QC,Port Jennifer,P6K,Mass,FR,Web,Med,EMP46648507,ADV7083180,2016-11-06
CLT258527398,C5511392132,Shannon,Moore,1955-12-18,70,M,ON,Grantport,E2R,Mass,Bilingual,Call Centre,Med,EMP49608889,ADV0110156,2016-10-12
CLT986623866,C9424181832,Anthony,Campbell,1995-10-19,30,F,QC,Port Danielville,S1S,Mass,FR,App,Med,EMP62212170,ADV3217875,2012-10-10
CLT232654789,C6548259254,Roy,Liu,1955-05-22,70,F,MB,Hahnview,N7N,Mass,EN,Web,Low,,ADV6801368,2023-12-13
CLT344979255,C3104752203,Charles,Davis,1949-05-24,76,F,ON,West Sandra,E3M,Mass,EN,Call Centre,Low,,ADV7327371,2024-10-16
CLT448341607,C7219608762,Randy,Trevino,1959-11-12,66,M,QC,Jacksonside,K3A,Affluent,Bilingual,Advisor,Low,EMP35577283,ADV8827119,2021-12-02
CLT695792350,C6326484041,Julie,English,1987-09-18,38,F,QC,New Lorimouth,H2K,High Net Worth,FR,App,Low,,ADV0415549,2013-12-13
CLT242072062,C0305792525,Kelly,Barber,1957-11-30,68,M,ON,West Christina,H6C,Mass,EN,Call Centre,Med,,,2018-03-28
CLT473577331,C7825421274,Samuel,James,1969-10-16,56,F,AB,East Ashley,V5G,Mass,Bilingual,Web,Low,EMP98563035,,2011-07-28
CLT129982532,C6322647255,Nicole,Olsen,1982-07-20,43,F,QC,West Amyborough,A8N,Affluent,FR,Call Centre,Med,EMP81961493,ADV1738796,2017-02-16
CLT196729215,C3964416476,Christopher,Combs,1981-05-28,44,F,ON,Port Connor,V3K,Mass,FR,App,Med,,,2018-04-08
CLT979524492,C2886657415,Cory,Tate,1957-12-22,68,F,QC,Richbury,A2C,Mass,FR,Call Centre,Low,,ADV1144292,2020-10-03
CLT244518544,C0883275737,Amanda,Spencer,1994-05-01,31,F,ON,Kristinafort,L2V,Mass,FR,Call Centre,Med,,ADV4338714,2014-02-24
CLT975421992,C6561298958,Scott,Hart,1979-03-26,46,M,ON,East Angela,N9Y,Mass,EN,App,Low,,,2019-05-09
CLT282699618,C8958928160,Katrina,Mullins,1954-11-04,71,M,ON,Nguyenmouth,Y2N,Mass,EN,Web,Low,,,2012-02-28
CLT121014021,C7057638377,Wendy,Brown,2006-03-09,19,M,ON,Shelleymouth,V5K,Mass,EN,App,Low,EMP86694395,ADV7942481,2025-03-11
CLT762801492,C0195062374,Jose,Lucas,1997-08-02,28,F,QC,Guzmanton,S1L,Mass,FR,Call Centre,Med,,ADV2253243,2023-08-13
CLT926353243,C9456753308,Kimberly,Burch,1945-02-07,80,M,AB,Robinshire,K1G,Mass,EN,Web,High,EMP47585800,,2016-06-19
CLT545157120,C4746744464,Andrea,Travis,2007-03-24,18,M,ON,Rachelville,G6S,Mass,FR,Web,High,EMP94186703,ADV5388301,2023-09-03
CLT290218502,C7677723636,Valerie,Young,1993-09-10,32,X/Other,BC,Thompsonborough,X6H,Mass,EN,Call Centre,Low,,,2013-05-03
CLT676548398,C4471850039,Richard,Jackson,1975-02-20,50,M,ON,Michaelville,E2R,Mass,EN,App,Med,EMP02614714,ADV4807061,2012-07-22
CLT973649907,C0662177575,Rebecca,Dudley,1964-01-26,61,M,BC,Morenochester,Y5C,Mass,Bilingual,Web,Low,,ADV1390040,2013-01-20
CLT769090168,C5547273417,Gregory,Medina,1984-03-20,41,F,AB,Lehaven,P1E,Mass,EN,Advisor,Low,EMP72724039,ADV4772964,2021-07-12
CLT908646342,C7305927100,Roger,Dixon,1955-04-11,70,M,ON,New Ericmouth,L3Y,Affluent,Bilingual,Web,Med,,ADV5138302,2023-12-27
CLT362739033,C8688358316,Justin,Fields,1962-09-29,63,F,BC,West Eric,K5B,Mass,EN,App,Low,EMP35929123,ADV4300648,2024-12-31
CLT550555577,C8896286110,Debra,Williams,1945-02-24,80,F,AB,Cruzbury,S5R,Mass,FR,Call Centre,Med,,ADV0109168,2019-08-16
CLT168435141,C8196838057,Crystal,Jones,1979-04-01,46,M,MB,South Rachelborough,P1S,Mass,EN,Web,Low,EMP57162254,,2018-10-18
CLT389492296,C1833867888,Johnny,Gomez,1998-01-21,27,F,ON,Lake Curtisfort,H2P,Mass,EN,Web,Low,,,2017-12-12
CLT536927333,C8771233054,Jason,Hayes,1992-05-07,33,F,AB,Lisafort,K9B,Mass,EN,Web,Med,EMP17087968,,2010-08-27
CLT824841908,C5568716123,Helen,Koch,1964-11-16,61,F,ON,Port Jefferyside,T2S,High Net Worth,EN,Web,Med,EMP15564467,ADV8437564,2020-01-14
CLT366231200,C6328978340,Nancy,Brown,1947-02-16,78,M,QC,Lake Christopherberg,A4Y,Mass,EN,Call Centre,Low,EMP98631872,ADV7325786,2020-08-29
CLT483736576,C0249235053,Virginia,Phillips,1977-04-15,48,M,ON,Dianaport,K3N,Mass,Bilingual,Web,Low,,ADV1264271,2010-03-01
CLT852072149,C6499366900,Matthew,Wagner,1987-05-01,38,M,BC,Justinhaven,L6T,Mass,EN,Web,Low,EMP84666210,ADV4868772,2014-04-24
CLT354784447,C6409455134,Tamara,Smith,1958-11-10,67,F,ON,Greenetown,K4N,Mass,EN,Call Centre,Low,EMP74901923,ADV6267338,2022-12-08
CLT723757088,C4115843895,Gary,Arnold,2004-12-31,20,F,ON,North Heather,P7M,Affluent,EN,Web,High,,,2010-04-04
CLT815628065,C9513431964,Tara,Melton,1993-08-23,32,F,QC,West Brooke,R4B,Mass,FR,Advisor,Med,,,2020-10-13
CLT475049007,C4834374948,Rodney,Mckee,1966-07-15,59,M,ON,Peterhaven,J5N,High Net Worth,EN,Web,Low,,,2015-04-24
CLT195768986,C9615700881,Erin,Ramirez,1957-09-11,68,F,ON,New Karenville,A2L,Mass,EN,Advisor,Low,,,2010-01-12
CLT333940050,C0307750011,Amy,Bishop,1959-08-02,66,M,QC,Port Timothy,B7A,Affluent,FR,Web,Med,,ADV0707127,2020-07-28
CLT606565305,C2735052021,Stephanie,Berger,1967-10-04,58,M,BC,Melissaton,L7K,Mass,EN,Advisor,Low,,ADV8714996,2010-09-18
CLT187959782,C1370964086,Brooke,Richard,1998-03-09,27,F,BC,Lake Brandychester,S7T,Affluent,EN,App,Low,EMP77348517,ADV8503800,2016-01-31
CLT757229492,C0205526108,Dawn,Thompson,1971-03-12,54,F,ON,South Joseph,E6H,Affluent,EN,Web,Low,,ADV0992060,2025-01-23
CLT341411136,C3426431069,Jean,Hill,1960-10-01,65,F,ON,Carlostown,G8J,High Net Worth,FR,Web,High,,,2022-05-17
CLT319164071,C3570495716,Jessica,Williams,2002-03-23,23,F,QC,Rogersstad,V5B,Affluent,FR,Call Centre,Low,EMP31183391,ADV1332927,2016-12-15
CLT101301021,C4624596417,Garrett,Williams,1975-04-17,50,M,BC,Amyberg,G5E,Mass,EN,App,Med,,,2011-01-21
CLT271952117,C3885940126,Richard,Tucker,1989-07-09,36,M,MB,Lake Donna,N1C,Mass,EN,Web,Low,EMP54855103,ADV5416504,2010-12-18
CLT150488523,C3349798235,Susan,Hughes,1973-03-22,52,M,ON,Morrisport,L2T,Mass,EN,App,Med,,ADV9741357,2012-04-16
CLT326191666,C1296695062,Bryan,Mccoy,2003-11-13,22,F,ON,Johnsonland,V9J,Mass,EN,Call Centre,Low,,ADV9777492,2019-01-08
CLT641622815,C1690565834,Melissa,Noble,1949-01-16,76,F,ON,Barrettfurt,J3H,High Net Worth,EN,App,Med,EMP84539473,ADV2962328,2012-02-09
CLT319648330,C7103718815,Anthony,Martinez,1945-10-28,80,F,MB,North Daniel,J9H,High Net Worth,EN,App,Low,EMP83812210,ADV8746433,2024-03-01
CLT798039924,C9755699954,Arthur,Davis,1995-05-16,30,F,QC,Edwardmouth,J6S,Mass,FR,Web,Low,EMP14552526,,2015-11-24
CLT513771527,C6057963511,Sarah,Mcbride,1951-05-22,74,M,QC,Jordanbury,G7N,Mass,FR,App,Low,EMP63903139,ADV4626663,2016-11-01
CLT665307840,C5891526694,Nicholas,Cervantes,1955-01-02,70,F,QC,Dukeville,T9E,Mass,FR,Web,Med,EMP34542993,ADV1727595,2015-03-02
CLT519697849,C6818310500,Brittany,Shaw,1997-09-03,28,F,BC,Stanleymouth,A5S,Affluent,FR,Call Centre,Med,EMP19240120,ADV6047743,2014-11-10
CLT439335556,C0703378596,Brianna,Alvarado,1975-07-03,50,F,BC,Lake William,R1V,Mass,EN,Call Centre,High,EMP30034718,ADV6082853,2017-04-13
CLT498731071,C6841654067,Bradley,Cortez,1968-01-16,57,F,AB,Lake Jeffreyville,B5E,Mass,Bilingual,Web,Low,EMP84666210,ADV8421930,2021-07-13
CLT647804937,C0371838891,Gregory,Baker,1987-03-23,38,M,ON,Jordanfurt,L6H,Affluent,EN,App,Low,,,2012-12-13
CLT780800171,C5026555540,Madison,Blake,1968-07-20,57,M,NS,Johnsshire,T6X,Affluent,EN,App,High,EMP47163795,ADV5996819,2012-05-30
CLT726639206,C1585431840,John,Gonzales,1945-03-08,80,F,ON,Port Loribury,Y6H,Mass,EN,Web,Low,,ADV7206109,2010-09-02
CLT025976538,C1974014474,Ian,Medina,1959-06-02,66,F,ON,Anthonyborough,C1B,Mass,EN,App,Low,EMP82499938,ADV9690642,2010-01-21
CLT011620165,C3296870848,Charles,Moreno,1971-12-21,54,F,ON,Andrewburgh,X8N,Mass,EN,App,Low,EMP48004357,,2020-12-15
CLT575856351,C3895917420,Cassandra,Flynn,1972-02-07,53,F,ON,North James,G2G,Mass,EN,Web,Med,EMP50643757,ADV8714996,2019-04-24
CLT298436707,C7916482121,Anna,Casey,1959-08-02,66,M,ON,South Erin,L7A,Mass,Bilingual,App,Low,,ADV9410814,2017-03-28
CLT004639465,C7035675984,Robert,Brown,1988-03-13,37,M,ON,Jacksonberg,L1K,Mass,EN,Web,Low,,,2010-12-10
CLT424317208,C3572024449,Lauren,Anderson,1953-10-27,72,M,QC,Gonzalezshire,G6L,Mass,FR,App,Low,,ADV1255817,2013-10-15
CLT637133444,C4270754501,Edward,Hill,2000-04-01,25,M,ON,West Aimee,S8T,Mass,EN,Web,Med,,,2019-08-10
CLT330036892,C4372254826,Patty,Daniels,1949-03-01,76,F,ON,Higginshaven,J5Y,Affluent,EN,Call Centre,Med,EMP71017780,ADV1523224,2025-04-19
CLT530701885,C1707700522,Rebekah,Fisher,1945-07-25,80,M,BC,Mccartybury,N2G,Mass,EN,Web,Med,EMP81596933,,2020-11-12
CLT575719078,C6748621908,Barbara,Watts,2002-05-06,23,F,ON,North Gavin,J1R,High Net Worth,EN,Advisor,Med,EMP37446318,,2017-06-29
CLT022415908,C9779406230,Patrick,Davis,1992-10-08,33,M,MB,East Jamesport,N4G,Mass,EN,Call Centre,Med,EMP57611719,,2021-04-14
CLT745190171,C9943499538,Amy,Smith,2003-09-29,22,M,SK,Garciaville,V6Y,Mass,FR,App,Low,,,2021-07-25
CLT025389455,C0261712774,Ryan,Baxter,1987-09-26,38,M,Unknown,South Stevenshire,P9N,Mass,FR,App,High,,ADV1948398,2010-04-21
CLT242954210,C3267926870,Jorge,Yoder,1965-01-02,60,F,ON,Davidmouth,R6S,Mass,EN,App,Med,EMP87791929,ADV2846008,2020-01-07
CLT369610550,C8382095496,Daniel,Lyons,2002-08-12,23,F,BC,Noahburgh,C1L,High Net Worth,EN,Advisor,Med,,ADV1220760,2020-10-23
CLT516902775,C7877241488,Elizabeth,Weaver,1981-08-14,44,M,SK,Williamsview,E1M,Mass,EN,Advisor,Med,,ADV1502969,2014-08-13
CLT946494184,C7720979128,Rhonda,Lutz,1958-07-03,67,M,ON,New Laurabury,C3P,Mass,EN,App,Med,EMP13941698,,2013-11-22
CLT642200371,C3536064338,Lance,Collins,1992-11-15,33,M,QC,Prestonfort,G5T,Affluent,FR,Web,Med,,ADV6028993,2018-12-22
CLT666683686,C5926126360,Amy,Evans,1981-10-10,44,M,ON,Lake Courtneyburgh,L5M,Affluent,EN,Web,Low,EMP48681051,ADV3847114,2021-09-04
CLT984749098,C3478464220,Eugene,Ramirez,1987-12-04,38,F,ON,Garrisonborough,R1C,Affluent,Bilingual,Web,Med,EMP20597777,ADV8268494,2014-10-14
CLT215636534,C0230479922,Erika,Thompson,1985-06-15,40,F,NB,New Aaron,B2C,Mass,EN,App,Low,EMP17039132,,2019-07-22
CLT056930189,C7306619705,Elizabeth,Garza,1957-12-24,68,M,BC,Hudsonfort,S3R,Mass,EN,Call Centre,High,EMP80900470,ADV0362174,2020-06-21
CLT749723917,C7901301165,Lauren,Miller,1985-12-04,40,M,ON,Whitefurt,M1K,Mass,EN,App,Med,,ADV3742463,2015-04-05
CLT063001992,C5544362858,Michelle,Austin,1980-04-20,45,F,ON,Lake Deanna,P6A,Mass,EN,App,Low,EMP01333371,ADV5914936,2013-05-18
CLT315857993,C8134615366,Adam,Hernandez,1971-10-31,54,M,ON,Lake David,A9P,Mass,EN,Web,High,,ADV5676366,2011-06-08
CLT240471883,C9440810661,Veronica,Gallagher,1995-08-30,30,F,QC,East Teresa,T4K,Mass,FR,App,Med,EMP21917805,,2021-06-17
CLT398734672,C8768539822,Stephanie,Bowen,1977-11-15,48,M,ON,Kyleton,J1M,Mass,EN,Web,Med,EMP00552206,,2018-07-02
CLT003410382,C4805915864,Kara,Carter,1982-02-07,43,F,ON,Beasleyberg,X4N,Affluent,EN,App,Low,EMP30716787,ADV1144292,2024-01-11
CLT676821145,C0053841633,Thomas,Cruz,1952-10-04,73,M,Unknown,North Kaylahaven,P4E,Mass,FR,App,Low,EMP98992234,ADV8746433,2011-02-04
CLT581636105,C9779423098,Karen,Bullock,1961-08-24,64,F,MB,North Candaceton,P1R,Affluent,EN,Call Centre,Low,,ADV8916982,2024-05-10
CLT397436477,C1415666378,Timothy,Reynolds,1989-06-13,36,F,QC,North Michaelfurt,T5S,Affluent,FR,Web,Med,EMP67713440,ADV2360049,2022-04-17
CLT936412021,C1868637706,Jennifer,Zavala,2006-06-25,19,M,ON,Port Jocelyn,B1K,High Net Worth,EN,Web,Med,,ADV0605872,2013-09-04
CLT110594565,C2143145833,Mark,Brandt,1964-04-16,61,F,QC,Wallacefurt,E6C,Mass,EN,App,Med,EMP38317406,ADV2883533,2014-04-30
CLT048216676,C2558484371,John,Rogers,1972-08-28,53,F,QC,West Billystad,M4H,Mass,FR,App,Low,,,2023-04-06
CLT258166291,C9833556184,Nathaniel,Norton,1978-03-04,47,M,ON,Port Stephen,K8G,Mass,Bilingual,App,Low,EMP18763346,ADV4676687,2021-01-19
CLT851434761,C4331164660,Krystal,Harris,1997-05-02,28,F,QC,Williamton,V9H,Mass,FR,Web,Med,,ADV1011456,2024-03-28
CLT770902206,C5697577164,Jennifer,Johnson,1961-11-09,64,F,ON,Lake Martinview,C1B,Mass,FR,Advisor,Med,,,2016-06-02
CLT483850335,C2400457045,Kathryn,Nixon,1989-01-28,36,M,QC,Deanberg,Y8P,Mass,FR,Call Centre,Med,EMP97186519,ADV8503800,2022-11-19
CLT718193902,C6981722981,Leah,Stewart,1971-11-26,54,M,BC,Foxside,V1M,Mass,EN,Web,Low,,,2016-06-20
CLT913513744,C5334952703,Louis,Flores,1951-11-21,74,F,NT,West Alexander,X5N,Mass,FR,Call Centre,Med,EMP79196939,ADV1164480,2015-09-04
CLT698064422,C4103315527,Thomas,Roberts,1972-04-16,53,M,MB,Cruzchester,M2G,Mass,Bilingual,Web,Low,EMP37446318,ADV9634525,2011-03-20
CLT795221577,C0469525471,Joshua,May,1977-10-08,48,M,ON,Dianamouth,A3M,Mass,EN,Web,Med,EMP56467760,,2010-04-01
CLT698290750,C7170777608,Ian,Armstrong,2002-12-01,23,M,ON,Davidshire,N1A,High Net Worth,EN,Web,Med,EMP19048911,ADV4308904,2020-03-30
CLT387571164,C8116244951,James,Bryan,1979-09-06,46,M,AB,Lake Williamchester,N8G,Affluent,EN,App,High,,ADV6796533,2014-07-02
CLT204735198,C1688532279,Margaret,Weber,1964-07-12,61,M,ON,South Jenniferville,N2E,Mass,EN,Web,Low,EMP56236260,,2015-11-14
CLT346152544,C9646153018,Meredith,Mcguire,1950-11-22,75,F,QC,North Heidibury,T8H,High Net Worth,FR,App,High,EMP12267797,,2022-06-05
CLT637206573,C1219554349,Jasmine,Fuller,1996-02-08,29,M,ON,Kellychester,H3B,Mass,FR,Advisor,Med,EMP85439619,ADV1016502,2021-08-17
CLT609833190,C2881490002,Brenda,Hayes,1956-06-25,69,F,QC,Lake Joshua,C2P,Mass,FR,App,Med,,ADV3648267,2022-06-18
CLT819240295,C3550450560,Donald,Huerta,1945-04-02,80,M,ON,Stephaniefurt,C2T,Mass,EN,Web,Low,,,2022-01-18
CLT389438525,C5098753859,Hannah,Mathews,1952-04-18,73,M,AB,Mcconnellshire,M2M,Mass,Bilingual,Web,Low,,,2015-11-24
CLT336356998,C2322116441,Joshua,Taylor,1989-02-11,36,F,SK,South Anthonyhaven,M8G,Affluent,EN,Web,Med,,ADV8039891,2011-01-09
CLT744079695,C8010707808,Dale,Phillips,1970-11-15,55,M,NL,East Christopherstad,P7S,Mass,EN,App,Med,EMP09009180,ADV2961811,2015-01-24
CLT184564463,C3623254463,Carol,Perry,1975-12-29,50,M,QC,Millerland,K8V,Mass,FR,App,Med,,ADV4086020,2010-06-02
CLT412753925,C8074414379,Joshua,James,1988-01-25,37,M,ON,West Benjaminmouth,X8P,Mass,Bilingual,Call Centre,Low,,ADV3472025,2024-02-15
CLT098824430,C6612277718,Patrick,Brown,1954-09-02,71,F,ON,Lake Erikaborough,P3X,High Net Worth,Bilingual,Call Centre,Med,,,2024-10-04
CLT609143291,C3261351636,Susan,Warren,1987-10-14,38,F,ON,Lake Christopherborough,X5S,Mass,EN,Call Centre,Low,,ADV2614390,2011-08-21
CLT856405045,C7130462555,John,Sanders,1988-12-25,37,M,BC,East Katherine,V5K,Mass,FR,App,High,EMP28835560,ADV6782481,2013-04-01
CLT573946435,C2379725121,Kim,Alexander,1965-06-14,60,M,ON,North Meghanberg,A9G,Mass,EN,Web,Med,EMP22406633,ADV0904734,2024-12-23
CLT840637849,C5548438857,Marcus,Graham,1991-10-01,34,M,ON,South Anthonyville,V2V,Affluent,EN,Advisor,High,EMP36714042,ADV1727595,2013-04-18
CLT769879787,C6013850964,Angelica,Moreno,1989-06-09,36,F,ON,Theodoreshire,B6N,Mass,EN,Web,Low,EMP75272358,ADV8466922,2022-08-17
CLT438951827,C6739579670,Michelle,Jones,1947-09-28,78,M,NS,South Erika,E8S,Mass,EN,Call Centre,High,,ADV2846008,2024-07-27
CLT284377209,C0523200266,Joshua,Hale,2006-04-02,19,F,BC,North Christina,R1A,Mass,EN,Web,Med,EMP52948632,ADV4835251,2016-10-15
CLT961946652,C6011763444,Peter,Stevens,1972-06-12,53,M,ON,Jefffurt,L2P,Affluent,EN,Web,Med,,,2022-07-30
CLT959161181,C6180547429,Jennifer,Stevenson,1975-07-07,50,F,ON,North Hectorshire,M7P,Mass,FR,Advisor,Med,EMP12267797,,2010-09-16
CLT003105241,C0081724147,Claire,Huber,2004-10-17,21,M,NS,West Brookemouth,J2L,Mass,Bilingual,App,Med,,ADV8039891,2014-05-11
CLT648833838,C3328835477,Becky,Dominguez,1950-11-08,75,M,QC,Dakotaton,E2R,Affluent,FR,Web,Med,EMP63925524,ADV2334023,2018-03-04
CLT064809946,C0850371025,Joseph,Foster,1982-10-11,43,F,QC,New Marthastad,C8T,Affluent,FR,Call Centre,High,,ADV6657853,2020-01-22
CLT565649970,C4536755258,Sandra,Griffith,1973-05-21,52,M,ON,Cindymouth,K2T,Affluent,EN,Web,Med,EMP47413071,,2015-10-20
CLT231927927,C4476347564,Elizabeth,Morrow,1983-10-20,42,F,ON,Westview,A6H,Mass,EN,Call Centre,Low,,,2017-01-25
CLT660550976,C9084898706,Jessica,Smith,1992-10-16,33,F,Unknown,Whitetown,E6P,High Net Worth,Bilingual,App,Med,,ADV2782046,2012-07-02
CLT394095561,C5134275041,Vicki,Knight,1981-11-30,44,M,ON,Port Anthony,N9P,Mass,FR,App,Low,EMP88281543,,2020-09-28
CLT048929882,C5357323323,Michael,Beard,1997-01-10,28,M,ON,Elizabethport,V5N,Mass,EN,Call Centre,Low,,ADV0141358,2017-12-02
CLT795828163,C4575573217,Paul,Brewer,1950-08-14,75,M,PE,Harrisville,M3T,Affluent,Bilingual,Web,Low,EMP36714042,ADV7327371,2022-05-20
CLT474855262,C3880131144,Christopher,Cooper,1966-04-29,59,M,ON,West John,E8K,Mass,EN,Web,Low,EMP17817374,ADV3422954,2011-04-28
CLT745507971,C4735216197,Karen,Miller,1973-06-05,52,F,ON,West Codyberg,X2R,Mass,EN,Web,Med,EMP20039031,ADV1843067,2023-07-08
CLT616485085,C2089704223,Christopher,Good,1952-06-18,73,M,ON,Mclaughlinport,H1B,Mass,EN,Web,High,EMP54755399,ADV3514980,2018-01-10
CLT802124634,C4748415632,Kristen,Monroe,1954-01-18,71,F,QC,New Dianaview,V4T,Mass,FR,App,Low,EMP76779446,ADV1623438,2012-02-14
CLT748178520,C9915829179,Mason,Banks,1984-10-06,41,M,ON,Morafurt,H8M,Mass,EN,Web,High,,,2011-10-20
CLT900112248,C0874719722,Tim,Martin,2000-09-28,25,F,ON,Lake Samanthastad,S3V,Affluent,EN,App,Low,,ADV0475444,2017-07-18
CLT311809000,C5829650600,Robert,Moore,1981-05-01,44,M,QC,New Moniqueport,A7H,Mass,Bilingual,Web,Med,,ADV4308904,2019-11-04
CLT908074267,C1575163724,Douglas,Mcpherson,1976-12-30,49,F,ON,South Elizabeth,P8J,Affluent,FR,Web,Low,EMP47979902,ADV4987087,2017-03-31
CLT412063657,C7332416861,Brian,Duncan,1958-04-20,67,M,NS,Whitehaven,B3Y,Mass,EN,App,High,,,2012-11-27
CLT426961297,C3097167880,Timothy,Holt,1991-07-02,34,M,QC,Port Linda,K1S,High Net Worth,FR,Web,Med,,ADV7793302,2022-09-10
CLT672919236,C9383316119,Austin,Madden,1990-03-20,35,F,ON,Joseside,E1Y,Affluent,EN,Web,Low,,ADV5699558,2012-06-23
